file,Time,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F
142_CATSv2_id_5_Sensor_tr_30704_1st_30804.csv,12.57154369354248,0.06764443386648639,0.5013491315903658,0.05836306804839158,0.45727871366380624,0.10131536148736744,0.5092341118957088,0.27817305485425703,0.35435494728328853,0.7081042826964308
143_CATSv2_id_6_Sensor_tr_50000_1st_60232.csv,9.953999757766724,0.1808573698681658,0.7848895255102041,0.12624561468656853,0.8079751916884161,0.29214326711782895,0.6095944871455076,0.7138286526839667,0.3128723740574086,0.8228034935877284
144_SMAP_id_1_Sensor_tr_2052_1st_5300.csv,0.597923994064331,0.9124891166498091,0.9702223154109015,0.9124551269531507,0.9727129163524957,0.8421495793328839,1.0,0.9999999999999996,0.341967536407767,0.9996969400840322
145_SMAP_id_2_Sensor_tr_2133_1st_5400.csv,0.5803477764129639,0.4675229508845093,0.7463494764990288,0.47068780717007735,0.7680026449474263,0.4899843147587915,1.0,0.9999999999999996,0.5949481281010375,0.9909220810852416
146_SMAP_id_3_Sensor_tr_2128_1st_5000.csv,0.6146154403686523,0.1578711855824626,0.892738817250645,0.16531722867367593,0.9034765249453335,0.35963833705249065,0.9409888357256778,0.3831775700934576,0.20519529537967413,0.7838806834724343
147_SMAP_id_4_Sensor_tr_2160_1st_6449.csv,0.8365843296051025,0.01852159016409729,0.46193680824292616,0.02629435506507138,0.5629423628275283,0.08045523426945878,0.9272030651340997,0.11016949152542362,0.12626262626262627,0.7128626730780538
148_SMAP_id_5_Sensor_tr_2011_1st_5060.csv,0.6061956882476807,0.05095575944606888,0.6748038715170744,0.03816247945019382,0.7046408535079594,0.1304312595469568,0.9594594594594594,0.4999999999999996,0.4883933104154128,0.857590623141029
150_SMAP_id_7_Sensor_tr_2077_1st_5394.csv,0.6052489280700684,0.684900125179318,0.951817012085638,0.6857876825653608,0.9579040957958996,0.6666617255442103,1.0,0.9999999999999996,0.3831990794016111,0.998464098023228
151_SMAP_id_8_Sensor_tr_1971_1st_4870.csv,0.5866410732269287,0.289770231545587,0.898799606988765,0.19769516543473162,0.8995329302055991,0.36089749342029365,1.0,0.9999999999999996,0.4482758620689655,0.9981244366838529
152_SMAP_id_9_Sensor_tr_2073_1st_5600.csv,0.61092209815979,0.050636553689860433,0.4262126108638461,0.04493405564001461,0.46863515412481305,0.07504661742447019,1.0,0.9999999999999996,0.34365325077399383,0.9836798942137246
153_SMAP_id_10_Sensor_tr_1840_1st_4030.csv,0.6298403739929199,0.007893589457447867,0.6407636945221911,0.019599464266839617,0.7780505502343938,0.0212627898964452,0.26282051282051283,0.021478205938092205,0.02900418949403803,0.699711346605852
154_SMAP_id_11_Sensor_tr_2117_1st_4770.csv,0.5875284671783447,0.016158272089570023,0.5819516328947004,0.017351310938540983,0.5840472342054043,0.05771949265182355,0.0946421587798201,0.05727923627684958,0.1872126394584447,0.7671518717235702
155_SMAP_id_12_Sensor_tr_1907_1st_4800.csv,0.5948021411895752,0.5559565595772976,0.9646582666325075,0.4460239008118476,0.9667539489577376,0.6133289813642133,1.0,0.9999999999999996,0.5593220338983051,0.9993485945267787
156_SMAP_id_13_Sensor_tr_1173_1st_2750.csv,0.5465261936187744,0.6086656768799864,0.8430147586824475,0.6373254551835543,0.8814220511277953,0.7249953781544642,1.0,0.9999999999999996,0.7914691943127963,0.9994900113284363
157_SMAP_id_14_Sensor_tr_2126_1st_5000.csv,0.6324601173400879,0.14289400044058373,0.8574885974027354,0.14866437330643578,0.8681177005197414,0.33876858687214423,0.971342383107089,0.3660477453580898,0.20151867290194492,0.8005849155030168
158_SMAP_id_15_Sensor_tr_2075_1st_5610.csv,0.6074295043945312,0.31424951992005523,0.7554246619706907,0.2045183072527681,0.8227423240713642,0.44185689564808905,1.0,0.9999999999999996,0.5897435897435898,0.998061235687895
159_SMAP_id_16_Sensor_tr_1757_1st_2650.csv,0.5835151672363281,0.7953618600402156,0.9811882018689277,0.7947936777463492,0.983913943765991,0.7417170221893777,1.0,0.9999999999999996,0.6509541636588904,0.9978939101346309
